name,category,lat,long,img,description
Доходный дом И. И. Гурова,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.321415,43.988152,,
Саровское городище,"fortifications,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,hillforts,monuments",54.926193,43.324177,,
Дворец культуры завода Красное Сормово,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.343845,43.862701,,
Дом Дамаскина,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.326618,44.010639,,
Жилой дом завода «Красное Сормово»,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.320419,43.998325,,
Комплекс домов причта Петропавловской церкви,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.315186,44.003777,,
Дом А. А. Никитина,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.319763,43.986107,,
Усадьба А. И. Башкировой,"architecture,historic_architecture,interesting_places,manor_houses",56.325783,44.018265,,
Жилой дом А. Н. Надольской,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.315117,43.982227,,
Дом Пачкунова,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.323627,44.010056,,
Дом К. Н. Нарышкина,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.313183,43.981426,,
Дом К. П. Полушкина,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.320702,44.002899,,
Второй детский приют,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.326237,44.010078,,
Городецкая крепость,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.641647,43.466805,,
Никольская церковь (Нестиары),"religion,churches,interesting_places,other_churches",56.559166,45.331112,,
Здание Нижегородской биржи,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.329601,43.990002,,
Усадьба Ф. П. Яхонтовой,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.311935,43.99482,,
"Дом, в котором жил врач Петр Николаевич Михалкин","historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.32346,44.013702,,
Жилой дом В. Д. Шнырова,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.320419,43.996635,,
Дом Г. А. Поляка,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.324001,43.999367,,
Белбажский Троицкий монастырь,"religion,monasteries,interesting_places",57.318901,44.181515,,
Храм великомученика Димитрия Солунского,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",55.619251,45.292805,,
Нижегородская областная психоневрологическая больница № 1 им. П. П. Кащенко,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.235001,43.974167,,
Усадьба А. И. Костромина — А. Шушляева,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.32769,43.986195,,
Дом причта Спасо-Преображенского собора,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.324879,44.00066,,
Лысковский краеведческий музей,"national_museums,museums,cultural,interesting_places,local_museums,art_galleries",56.041134,45.042866,,
Межпоселенческий районный краеведческий музей,"museums,cultural,children_museums,interesting_places,history_museums,local_museums",55.80405,43.171551,,
Выставочный центр народных художественных промыслов «Афанасий»,"museums,cultural,children_museums,interesting_places,history_museums,art_galleries",55.29834,43.9319,,
Поветлужье,"museums,cultural,interesting_places,history_museums,art_galleries",57.396439,45.090099,,
Золотая Хохлома,"museums,cultural,interesting_places,other_museums",56.791996,44.504757,,
Лукояновский краеведческий музей,"museums,cultural,interesting_places,local_museums",55.035507,44.494843,,
Починковский народный краеведческий музей,"museums,cultural,interesting_places,local_museums",54.699688,44.860386,,
Дом Левашова,"museums,cultural,interesting_places,history_museums,art_galleries",56.838085,45.434677,,
Музей русского патриаршества г. Арзамас (дубликат),"museums,cultural,interesting_places,history_museums",55.386284,43.815392,,
Сокольский народный краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",57.143482,43.15517,,
Васильсурский краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",56.128532,46.010387,,
Народный исторический музей,"museums,cultural,interesting_places,history_museums",55.858421,45.695812,,
Народный фольклорно-этнографический музей,"museums,cultural,interesting_places,history_museums,local_museums",57.676159,46.606564,,
Краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums,art_galleries",54.872025,43.796005,,
Твой Космос в Нижнем Новгороде,"museums,cultural,children_museums,interesting_places,museums_of_science_and_technology,aviation_museums,other_technology_museums,art_galleries",56.317944,43.925442,,
Пуреховский краеведческий музей им. Д.М. Пожарского,"museums,cultural,interesting_places,local_museums",56.647953,43.068035,,
Дом Семёна ложкаря,"children_museums,museums,cultural,interesting_places,art_galleries",56.791889,44.50481,,
Мемориальный музей Н.К. Гусельникова «Человек творящий»,"biographical_museums,museums,cultural,interesting_places,military_museums",56.235485,43.477928,,
Микула,"museums,cultural,children_museums,interesting_places,history_museums,art_galleries",56.324547,43.882172,,
Музей Центральной детской музыкальной школы им. Скрябина,"museums,cultural,children_museums,interesting_places,history_museums,art_galleries",56.242748,43.456264,,
Народный краеведческий музей,"museums,cultural,children_museums,interesting_places,history_museums,local_museums,art_galleries",57.372345,46.456554,,
Золотой петушок,"biographical_museums,museums,cultural,children_museums,interesting_places,art_galleries",55.003967,45.311554,,
Городецкий пряник,"museums,cultural,interesting_places,other_museums",56.644093,43.468307,,
Сектор керамики «Град Светлый»,"museums,cultural,children_museums,interesting_places,local_museums",56.819965,45.109882,,
Дом Плотникова,"museums,cultural,interesting_places,other_museums",56.491394,43.615055,,
Никитино подворье,"museums,cultural,interesting_places,other_museums",55.654575,44.651608,,
Черный лебедь,"museums,cultural,interesting_places,local_museums",56.453465,43.206432,,
Музей мордовской культуры и быта,"museums,cultural,interesting_places,history_museums,local_museums",54.974056,45.366016,,
Краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",55.106197,45.208481,,
Большеболдинcкая картинная галерея,"museums,cultural,interesting_places,art_galleries",55.004959,45.317142,,
Историко-краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums,art_galleries",55.542252,42.18803,,
Кстовский муниципальный театр кукол,"puppetries,theatres_and_entertainments,cultural,interesting_places",56.059002,44.31752,,
Музей,"museums,cultural,interesting_places,other_museums",57.401485,45.08429,,
Музей истории народных художественных промыслов,"museums,cultural,interesting_places,history_museums",56.31813,43.995197,,
Юрковка,"museums,cultural,interesting_places,history_museums,fashion_museums,art_galleries",56.325478,44.005581,,
Музейно-выставочный центр,"museums,cultural,interesting_places,art_galleries",55.598267,44.544472,,
Отчина,"biographical_museums,museums,cultural,interesting_places,history_museums,art_galleries",57.126621,43.817078,,
Дом Трубецкого,"biographical_museums,museums,cultural,interesting_places,art_galleries",57.127235,45.167545,,
Вачский районный историко-краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",55.797356,42.760246,,
Краеведческий музей,"museums,cultural,interesting_places,local_museums",55.239929,43.092827,,
Шарангский народный краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",57.176472,46.544968,,
Володарский районный музейный центр,"museums,cultural,interesting_places,history_museums,local_museums",56.224155,43.180229,,
Народный краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",57.139141,43.169025,,
Историко-краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",54.890781,42.761551,,
Староустинский краеведческий музей,"museums,cultural,children_museums,interesting_places,history_museums,local_museums",56.990681,45.450108,,
Историко-художественный музей городского округа Семеновский,"museums,cultural,interesting_places,history_museums,art_galleries",56.7738,44.502869,,
Домик Каширина (Дубль),"museums,cultural,interesting_places,other_museums",56.323879,43.990749,,
Музей Кузьмы Минина,"museums,cultural,interesting_places,other_museums",56.491512,43.612446,,
Музей книги,"science_museums,museums,cultural,interesting_places",56.325016,44.006969,,
Дом Семена ложкаря,"museums,cultural,interesting_places,other_museums",56.791996,44.504757,,
Музейный историко-художественный комплекс,"museums,cultural,interesting_places,history_museums,art_galleries",56.491398,43.615166,,
Музей нижегородской интеллигенции,"museums,cultural,interesting_places,other_museums",56.315552,44.003048,,
Усадьба Рукавишниковых,"biographical_museums,historic_architecture,architecture,museums,cultural,interesting_places,manor_houses,history_museums,art_galleries",56.329308,44.015984,,
Музей выксунского завода ОМК,"museums,cultural,interesting_places,history_museums,art_galleries",55.315872,42.184589,,
Мемориально-бытовой дом-музей А. П. Гайдара г. Арзамаса,"biographical_museums,museums,cultural,children_museums,interesting_places",55.38998,43.816513,,
Государственный краеведческий музей г. Лысково,"national_museums,museums,cultural,interesting_places,local_museums",56.041515,45.042614,,
Межпоселенческий краеведческий музей Тоншаевского района,"museums,cultural,interesting_places,local_museums",57.735317,47.014912,,
Кулебакинский музей боевой и трудовой славы ,"museums,cultural,interesting_places,military_museums",55.420399,42.526031,,
Россия – моя история,"museums,cultural,interesting_places,history_museums,open_air_museums,art_galleries",56.32832,43.961304,,
Выставочный зал имени народного художника РФСФР Каманина,"museums,cultural,interesting_places,art_galleries",56.763908,43.265854,,
Музей скоростей,"museums,cultural,interesting_places,museums_of_science_and_technology,history_museums,other_technology_museums,local_museums",56.763977,43.265972,,
Пуреховский краеведческий музей имени Д. М. Пожарского,"museums,cultural,interesting_places,history_museums,local_museums",56.647953,43.068035,,
Концертный зал «Маэстро»,"theatres_and_entertainments,cultural,interesting_places,music_venues",56.235485,43.477928,,
Краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",55.035942,44.493736,,
Краеведческий музей (дубль),"museums,cultural,interesting_places,local_museums",55.399429,45.619164,,
Краеведческий музей с. Уразовка,"museums,cultural,interesting_places,local_museums",55.399429,45.619164,,
"Кремль, корпус 1А, Манеж","fortifications,historic,children_museums,museums,cultural,interesting_places,kremlins,art_galleries",56.327858,43.999268,,
Галерея кукол «Хрупкие мечты»,"children_museums,museums,cultural,interesting_places,art_galleries",56.333153,43.902065,,
НГХМ Искусство XX века,"museums,cultural,interesting_places,art_galleries",56.325684,44.005089,,
Электрические витамины,"museums,cultural,science_museums,children_museums,interesting_places,museums_of_science_and_technology,history_museums,other_technology_museums,art_galleries",56.325394,44.007847,,
Музей истории и быта Советского Союза «Назад в СССР»,"museums,cultural,children_museums,interesting_places,history_museums,zoos,art_galleries",56.334621,43.855026,,
Центр культуры,"museums,cultural,automobile_museums,interesting_places,museums_of_science_and_technology,local_museums,art_galleries",54.872047,43.796021,,
«Музейно-выставочный центр Арзамасского района»,"museums,cultural,children_museums,interesting_places,local_museums,art_galleries",55.382183,43.789482,,
Музей истории п. Большое Козино,"museums,cultural,interesting_places,history_museums",56.404579,43.718372,,
Богородский исторический музей Нижегородской области (дубль),"museums,cultural,interesting_places,history_museums",56.104118,43.518074,,
Музей литературных героев «Повестей Белкина»,"biographical_museums,museums,cultural,interesting_places",54.932049,45.315346,,
Музей «Поветлужье»,"museums,cultural,interesting_places,history_museums,art_galleries",57.395966,45.086819,,
Новопокровский краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",57.934563,45.179466,,
Новоуспенский краеведческий музей,"museums,cultural,interesting_places,local_museums",57.751053,46.028595,,
МБУК «Вознесенский историко-краеведческий музей» (дубликат),"museums,cultural,interesting_places,history_museums,local_museums,art_galleries",54.890781,42.761551,,
Воротынский районный краеведческий музей,"museums,cultural,interesting_places,history_museums,local_museums",56.06131,45.862778,,
Гагинский районный краеведческий музей,"museums,cultural,interesting_places,museums_of_science_and_technology,history_museums,other_technology_museums,local_museums,art_galleries",55.233059,45.026707,,
Краеведческий музей,"museums,cultural,children_museums,interesting_places,local_museums,art_galleries",55.230389,45.029907,,
Терем русского самовара,"museums,cultural,interesting_places,other_museums",56.64257,43.46513,,
Усадьба А. Лапшиной,"biographical_museums,historic_architecture,architecture,museums,cultural,interesting_places,manor_houses",56.641838,43.465168,,
Дальнеконстантиновский краеведческий музей,"museums,cultural,interesting_places,local_museums",55.80806,44.091866,,
Краеведческий народный музей,"museums,cultural,interesting_places,museums_of_science_and_technology,history_museums,other_technology_museums,local_museums,art_galleries",55.819183,45.032425,,
Дом Стюсси,"museums,cultural,interesting_places,museums_of_science_and_technology,history_museums,other_technology_museums,art_galleries",57.126438,45.166843,,
Этнографический музей Краснооктябрьского района,"museums,cultural,interesting_places,local_museums",55.29808,45.676647,,
Нижегородская академическая филармония им. Ростроповича,"theatres_and_entertainments,cultural,interesting_places,music_venues",56.327576,44.001324,,
Дом культуры имени В. П. Чкалова,"theatres_and_entertainments,cultural,interesting_places,music_venues",56.763908,43.265854,,
Летняя сцена,"theatres_and_entertainments,cultural,interesting_places,other_theatres",55.238461,43.09655,,
"Маяковка, 10","theatres_and_entertainments,cultural,interesting_places,other_theatres",56.329369,43.993195,,
Концертный зал им. А.Н. Скрябина,"theatres_and_entertainments,cultural,interesting_places,music_venues",56.242699,43.456387,,
DKRT,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.322269,44.000984,,
Театр «МАРИНА»,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.326797,44.006516,,
Zоопарк,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.318069,44.026863,,
Театральный цех,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.323349,43.992924,,
Малиновая гряда,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.298096,44.026424,,
Молодежный театр Лик,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.349419,43.867531,,
Арзамасский муниципальный театр оперы,"theatres_and_entertainments,cultural,interesting_places,opera_houses",55.398319,43.824257,,
Камерный музыкальный театр им. Степанова,"theatres_and_entertainments,cultural,interesting_places,music_venues",56.343853,43.862797,,
Театр Нового Поколения «Зазеркалье»,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.322884,43.950729,,
Театр Кукол «Мабу»,"puppetries,theatres_and_entertainments,cultural,interesting_places,music_venues",56.344128,43.80619,,
Центр театрального мастерства,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.321171,44.012825,,
Нижегородский независимый театр на Счастливой,"theatres_and_entertainments,cultural,interesting_places,other_theatres",56.259308,43.868881,,
Детский парк Кстовского театра кукол,"gardens_and_parks,urban_environment,cultural,interesting_places,amusement_parks,amusements",56.147865,44.187328,,
Городской парк,"gardens_and_parks,urban_environment,cultural,interesting_places,amusement_parks,amusements",55.423565,42.523426,,
Парк культуры и отдыха им. Зернова,"gardens_and_parks,urban_environment,cultural,interesting_places",54.936722,43.331757,,
Парк культуры и отдыха,"gardens_and_parks,urban_environment,cultural,interesting_places,amusement_parks,amusements",55.321869,42.185413,,
Дендрарий г. Выксы,"gardens_and_parks,urban_environment,cultural,interesting_places,amusement_parks,amusements",55.321304,42.185886,,
Городской парк культуры и отдыха «Озеро Зеленое»,"gardens_and_parks,urban_environment,cultural,interesting_places",55.550629,42.177193,,
Роща «Лучинник»,"gardens_and_parks,urban_environment,cultural,interesting_places,natural,nature_reserves_others,nature_reserves",54.978886,45.32122,,
Парк культуры и отдыха «Патриот»,"gardens_and_parks,urban_environment,cultural,interesting_places",55.40062,45.620144,,
Киноцентр «Заря»,"cinemas,theatres_and_entertainments,cultural,interesting_places",56.789963,44.490131,,
Саровская пустынь,"museums,cultural,interesting_places,other_museums",54.925861,43.326355,,
Саровский монастырь,"religion,monasteries,museums,cultural,interesting_places,local_museums",54.925739,43.328346,,
Природа им. С.И. Трофимова Арзамасского района,"cultural,museums,children_museums,interesting_places,local_museums",55.600601,43.779171,,
Музей истории завода Красное Сормово,"cultural,museums,interesting_places,history_museums",56.359913,43.870205,,
Дом-музей купца Худякова,"biographical_museums,architecture,historic_architecture,cultural,museums,interesting_places,manor_houses",56.487797,43.61932,,
Б. Панин,"historic,monuments_and_memorials,interesting_places,monuments",56.307926,44.02319,,
И. А. Усилов,"historic,monuments_and_memorials,interesting_places,monuments",56.315205,44.048904,,
КП-130,"other,unclassified_objects,interesting_places,historic_object",56.327763,44.033215,,
Ан-2ТД,"other,unclassified_objects,interesting_places,historic_object",56.327934,44.035969,,
Лира,"cultural,cinemas,theatres_and_entertainments,interesting_places",55.004086,45.30941,,
Пильнинский районный краеведческий музей,"cultural,museums,interesting_places,local_museums",55.549469,45.923958,,
Китеж,"cultural,museums,children_museums,interesting_places,history_museums,local_museums",56.820004,45.10989,,
Русенихинское городище,"historic,archaeology,museums,cultural,archaeological_museums,interesting_places,history_museums,other_archaeological_sites",56.902416,45.36916,,
Музей культуры дерева им. Яранского,"cultural,museums,children_museums,interesting_places,local_museums,open_air_museums,art_galleries",56.96312,45.50724,,
Музей Ножа,"cultural,museums,interesting_places,history_museums",55.965691,43.066242,,
Краеведческий музей,"cultural,museums,interesting_places,local_museums",56.240559,43.46722,,
Шатковский историко-краеведческий музей,"cultural,museums,archaeological_museums,interesting_places,history_museums,local_museums",55.186653,44.126049,,
Литературный музей им. Гайдара,"cultural,museums,children_museums,interesting_places,art_galleries",55.389816,43.817276,,
Кстовский краеведческий музей,"cultural,museums,interesting_places,history_museums,local_museums",56.150761,44.198101,,
Геологический музей,"cultural,museums,science_museums,interesting_places",56.310513,44.021889,,
Нижегородский государственный выставочный комплекс,"national_museums,cultural,museums,interesting_places,fashion_museums,art_galleries",56.325726,44.005215,,
Филиал музея-заповедника А.С. Пушкина,"biographical_museums,cultural,museums,interesting_places",56.327183,44.007809,,
Ветлужский краеведческий музей,"cultural,museums,interesting_places,history_museums,local_museums",57.849335,45.785339,,
Саровский драматический театр,"cultural,theatres_and_entertainments,interesting_places,other_theatres",54.934395,43.328541,,
Театр кукол,"puppetries,cultural,theatres_and_entertainments,interesting_places",56.145451,44.18792,,
Учебный театр Нижегородского театрального училища им. Е.А. Евстигнеева,"cultural,theatres_and_entertainments,interesting_places,other_theatres",56.324799,44.003559,,
Зоопарк,"cultural,theatres_and_entertainments,interesting_places,other_theatres",56.317947,44.026951,,
Павловский исторический музей,"cultural,museums,interesting_places,history_museums",55.967175,43.064903,,
Выставочный зал,"cultural,urban_environment,museums,interesting_places,installation,art_galleries",55.966824,43.065136,,
Театр драмы,"cultural,theatres_and_entertainments,interesting_places,other_theatres",55.394695,43.817287,,
Театр «Вера»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",56.340733,43.932018,,
Дом актёра,"cultural,theatres_and_entertainments,interesting_places,other_theatres",56.32423,44.003811,,
Музей горного дела,"cultural,museums,science_museums,children_museums,interesting_places,museums_of_science_and_technology,history_museums,other_technology_museums",55.319557,43.947548,,
Краеведческий музей,"cultural,museums,interesting_places,history_museums,local_museums,art_galleries",55.531548,44.203045,,
Покровка 8,"cultural,museums,children_museums,interesting_places,history_museums,art_galleries",56.324356,44.003147,,
МБУК Краеведческий музей им. В.А . Громова,"cultural,museums,interesting_places,local_museums",55.535015,45.458485,,
Краеведческий музей им. Сеченова,"cultural,museums,interesting_places,history_museums,local_museums",55.233109,45.901527,,
КП-125,"other,unclassified_objects,interesting_places,historic_object",56.327667,44.033382,,
ЗИС-3,"other,unclassified_objects,interesting_places,historic_object",56.327988,44.033394,,
М-30,"other,unclassified_objects,interesting_places,historic_object",56.327465,44.034687,,
ЗИС-3,"other,unclassified_objects,interesting_places,historic_object",56.327438,44.034855,,
Д-44,"other,unclassified_objects,interesting_places,historic_object",56.32732,44.035469,,
Д-30,"other,unclassified_objects,interesting_places,historic_object",56.327305,44.035534,,
2Б11,"other,unclassified_objects,interesting_places,historic_object",56.327778,44.035217,,
ЗУ-23,"other,unclassified_objects,interesting_places,historic_object",56.327744,44.035431,,
Музей Добра,"cultural,museums,interesting_places,art_galleries",56.642376,43.465107,,
Дом графини Паниной,"cultural,museums,interesting_places,other_museums",56.642841,43.465149,,
Детский музей на Купеческой,"cultural,museums,children_museums,interesting_places",56.643093,43.468182,,
Краеведческий музей,"cultural,museums,interesting_places,history_museums,local_museums",56.643341,43.468662,,
Городец на Волге,"cultural,museums,interesting_places,other_museums",56.643482,43.468666,,
Музей Московского района,"cultural,museums,interesting_places,history_museums,local_museums",56.324314,43.882069,,
"Музей истории, ОАО Нител","cultural,museums,interesting_places,history_museums",56.253178,43.968166,,
Музей истории Приокского района,"cultural,museums,interesting_places,local_museums,art_galleries",56.260212,43.974113,,
Кварки,"cultural,museums,science_museums,interesting_places,museums_of_science_and_technology,other_technology_museums,art_galleries",56.31498,44.069309,,
Музей Борский,"cultural,museums,interesting_places,local_museums",56.358189,44.052208,,
Богородский исторический музей,"cultural,museums,interesting_places,history_museums",56.104725,43.506355,,
Музей Горького А.М.,"biographical_museums,cultural,museums,interesting_places",55.390427,43.818459,,
Районный историко-краеведческий музей,"cultural,museums,interesting_places,history_museums,local_museums",55.567265,44.903702,,
Большемурашкинский историко-художественный музей,"cultural,museums,interesting_places,history_museums,art_galleries",55.780224,44.77322,,
Град Китеж,"cultural,museums,children_museums,interesting_places,local_museums",56.81847,45.114468,,
Воскресенский краеведческий музей,"biographical_museums,historic_architecture,architecture,cultural,museums,children_museums,interesting_places,manor_houses,history_museums,local_museums",56.837498,45.439106,,
Музейно-выставочный комплекс имени В. Ф. Мамонтова,"cultural,museums,interesting_places,art_galleries",57.455555,45.789669,,
Краеведческий музей,"cultural,museums,interesting_places,local_museums",57.676178,46.60648,,
Краеведческий музей,"cultural,museums,children_museums,interesting_places,history_museums,local_museums,art_galleries",57.735313,47.01487,,
Театр кукол «Кузнечик»,"puppetries,cultural,theatres_and_entertainments,interesting_places",54.945923,43.321003,,
Дзержинский театр драмы,"cultural,theatres_and_entertainments,interesting_places,other_theatres",56.237984,43.441723,,
Зарница,"cultural,cinemas,theatres_and_entertainments,interesting_places",56.269035,43.976677,,
Мир,"cultural,cinemas,theatres_and_entertainments,interesting_places",57.126808,43.814369,,
МиГ-21бис,"other,unclassified_objects,interesting_places,historic_object",56.327923,44.037243,,
МиГ-25ПУ,"other,unclassified_objects,interesting_places,historic_object",56.328102,44.036366,,
МиГ-27,"other,unclassified_objects,interesting_places,historic_object",56.327991,44.036495,,
Город Мастеров,"children_museums,museums,cultural,interesting_places,art_galleries",56.642193,43.463894,,
2Б14,"other,unclassified_objects,interesting_places,historic_object",56.32777,44.035267,,
Т-10М,"other,unclassified_objects,interesting_places,historic_object",56.327629,44.035248,,
БТР-80,"other,unclassified_objects,interesting_places,historic_object",56.327877,44.034939,,
БТР-70,"other,unclassified_objects,interesting_places,historic_object",56.32793,44.034969,,
БТР-70,"other,unclassified_objects,interesting_places,historic_object",56.327309,44.035664,,
БРДМ-2,"other,unclassified_objects,interesting_places,historic_object",56.327717,44.034836,,
61-К,"other,unclassified_objects,interesting_places,historic_object",56.327785,44.035179,,
61-К,"other,unclassified_objects,interesting_places,historic_object",56.327736,44.035488,,
БТР-80,"other,unclassified_objects,interesting_places,historic_object",56.327488,44.035648,,
БРДМ-2,"other,unclassified_objects,interesting_places,historic_object",56.327553,44.03569,,
БТР-70,"other,unclassified_objects,interesting_places,historic_object",56.327633,44.03479,,
Старо-Сормовское кладбище,"cemeteries,historic,burial_places,interesting_places",56.349842,43.82716,,
Дворец Культуры,"cultural,theatres_and_entertainments,interesting_places,other_theatres",55.954029,43.071133,,
"Центр туризма ""Русские Крылья""","cultural,museums,interesting_places,museums_of_science_and_technology,history_museums,other_technology_museums,art_galleries",56.763912,43.265797,,
Артиллерия СУ-76,"historic,monuments_and_memorials,interesting_places,monuments",56.326721,44.00428,,
Танк Т-34,"historic,monuments_and_memorials,interesting_places,monuments",56.328636,44.000069,,
ЗИС-2,"other,unclassified_objects,interesting_places,historic_object",56.32745,44.034779,,
Музей речного флота,"cultural,museums,interesting_places,other_museums",56.327877,44.016842,,
76-мм пушка ЗиС-3,"historic,monuments_and_memorials,interesting_places,monuments",56.326927,44.004917,,
57-мм пушка ЗиС-3,"historic,monuments_and_memorials,interesting_places,monuments",56.326962,44.005028,,
Истребитель ЛА-7,"historic,monuments_and_memorials,interesting_places,monuments",56.327225,44.004803,,
Танк Т-34,"historic,monuments_and_memorials,interesting_places,monuments",56.326996,44.005135,,
T-34-85,"other,unclassified_objects,interesting_places,historic_object",56.328007,44.035477,,
Старое Автозаводское кладбище,"cemeteries,historic,burial_places,interesting_places",56.217815,43.809422,,
Беляна,"historic,archaeology,interesting_places,other_archaeological_sites",57.782734,45.621223,,
Бронеавтомобиль БА-64,"historic,monuments_and_memorials,interesting_places,monuments",56.326687,44.004173,,
Зенитная пушка 52-К,"historic,monuments_and_memorials,interesting_places,monuments",56.32703,44.005241,,
БМП-1,"other,unclassified_objects,interesting_places,historic_object",56.327782,44.034878,,
БМП-1,"other,unclassified_objects,interesting_places,historic_object",56.327633,44.035736,,
Побег из ада,"historic,monuments_and_memorials,interesting_places,monuments",56.327274,44.036427,,
Лимпопо,"urban_environment,gardens_and_parks,cultural,museums,interesting_places,zoos",56.336128,43.853813,,
Ново-Сормовское кладбище,"cemeteries,historic,burial_places,interesting_places",56.357388,43.774059,,
Музей старинной техники и инструментов,"cultural,museums,interesting_places,museums_of_science_and_technology,other_technology_museums",56.318184,43.995296,,
Часовня Николая Чудотворца,"religion,churches,interesting_places,other_churches",56.325184,44.002388,,
Л-29,"other,unclassified_objects,interesting_places,historic_object",56.32814,44.036102,,
Покровская церковь (Доскино),"religion,churches,interesting_places,other_churches",56.265125,43.753414,,
Воздвиженская церковь в Тимонькино,"religion,other_temples,interesting_places",56.649899,43.211399,,
Храм Казанской иконы Божьей Матери (Горево),"religion,other_temples,interesting_places",57.232498,44.212776,,
Марьина роща,"cemeteries,historic,burial_places,interesting_places",56.283333,44.0,,
Копосово-Высоково,"cemeteries,historic,burial_places,interesting_places",56.384308,43.790203,,
Швейцария (зоопарк),"cultural,museums,gardens_and_parks,urban_environment,interesting_places,zoos",56.284374,43.979187,,
Храм в честь Иверской иконы Божией Матери (Нижний Новгород),"religion,churches,interesting_places,eastern_orthodox_churches",56.292526,43.843777,,
Эрзянское священное урочище Кереметь,"other,unclassified_objects,tourist_object,interesting_places",54.884998,43.267223,,
Памятник Алёше Пешкову (Нижний Новгород),"historic,monuments_and_memorials,interesting_places,monuments",56.324249,43.990417,,
"Мемориал в честь погибших героев (Дзержинск, Нижегородская область)","historic,monuments_and_memorials,interesting_places,monuments",56.242229,43.446548,,
Успенский Кержебельмашский монастырь,"religion,monasteries,interesting_places",57.18861,44.503891,,
Бюст М. А. Балакирева (Нижний Новгород),"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",56.325748,44.025166,,
Вознесенская церковь (Стрелка),"religion,churches,interesting_places,other_churches",55.521328,44.160641,,
Асташихинский стратотип,"rock_formations,natural_monuments,historic,archaeology,natural,interesting_places,geological_formations,nature_reserves,other_archaeological_sites",56.919998,45.330002,,
Графинские пропасти,"rock_formations,natural_monuments,historic,archaeology,natural,interesting_places,geological_formations,nature_reserves,other_archaeological_sites",54.91,43.779999,,
Асташихинский стратотип,"rock_formations,natural_monuments,historic,archaeology,natural,interesting_places,geological_formations,nature_reserves,other_archaeological_sites",56.919998,45.330002,,
Графинские пропасти,"rock_formations,natural_monuments,historic,archaeology,natural,interesting_places,geological_formations,nature_reserves,other_archaeological_sites",54.91,43.779999,,
дом Ф. Варыпаева,"architecture,historic_architecture,interesting_places,manor_houses",55.969646,43.073383,,
Общежите НГТУ корпус 2,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.30748,43.986195,,
Главный ярмарочный дом,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.328293,43.961182,,
Часовня,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.319748,43.998127,,
Сельское кладбище,"cemeteries,historic,burial_places,interesting_places",56.031441,45.032059,,
Сбербанк,"architecture,historic_architecture,interesting_places,banks,bank,tourist_facilities,other_buildings_and_structures",56.040714,45.043793,,
Церковь Иконы Божией Матери Казанская в Лысково,"religion,other_temples,interesting_places",56.03672,45.02689,,
Оленья гора,"other,unclassified_objects,interesting_places,historic_object",56.042976,45.017296,,
Царская часовня,"religion,other_temples,interesting_places",56.329853,43.997799,,
