name,category,lat,long,img,description
Красная шапочка и волк,"wall_painting,cultural,urban_environment,interesting_places",56.241722,43.860058,,
Вручение ордена Ленина,"historic,monuments_and_memorials,interesting_places,monuments",56.241035,43.859615,,
Ю. В. Смирнову,"historic,monuments_and_memorials,interesting_places,monuments",56.239059,43.864067,,
Эвакогоспитали,"historic,monuments_and_memorials,interesting_places,monuments",56.241859,43.867725,,
В. И. Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.248592,43.882046,,
Поклонный православный киот,"historic,monuments_and_memorials,interesting_places,monuments",56.229496,43.943863,,
Храм в честь новомучеников и исповедников Нижегородских,"religion,other_temples,interesting_places",56.230267,43.943455,,
Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.003841,43.988041,,
Старая пожарная машина,"other,unclassified_objects,interesting_places,tourist_object",55.927841,44.142517,,
"Никто не забыт, ничто не забыто","historic,monuments_and_memorials,interesting_places,monuments",56.027157,44.167336,,
Румянцевское кладбище,"cemeteries,historic,burial_places,interesting_places",56.203144,43.96883,,
Памятник неизвестному солдату,"historic,monuments_and_memorials,interesting_places,monuments",56.130543,44.08411,,
Водопад на Кудьме,"view_points,other,interesting_places",56.155502,44.060196,,
Памятник Сахарову,"historic,monuments_and_memorials,interesting_places,monuments",56.232845,43.950153,,
Громозека,"other,unclassified_objects,interesting_places,tourist_object",56.236965,43.953041,,
Памяти павшим войнам,"historic,monuments_and_memorials,interesting_places,monuments",56.233891,43.97868,,
"""Катюша""","historic,monuments_and_memorials,interesting_places,monuments",56.208614,44.022522,,
"Слава героям, павшим в боях за Родину","historic,monuments_and_memorials,interesting_places,monuments",56.231907,44.015358,,
Церковь Преображения Господня,"religion,churches,interesting_places,eastern_orthodox_churches",56.231171,44.05677,,
Церковь Троицы Живоначальной,"religion,other_temples,interesting_places",56.080532,44.147209,,
Глобус,"cultural,urban_environment,interesting_places,installation",56.125191,44.164658,,
Лукойл,"other,unclassified_objects,interesting_places,tourist_object",56.113762,44.150284,,
Я люблю Кстово,"other,unclassified_objects,interesting_places,tourist_object",56.146843,44.196957,,
Строителю завода,"historic,monuments_and_memorials,interesting_places,monuments",56.145176,44.204899,,
Часовня во имя святого великого благоверного князя Александра Невского,"religion,other_temples,interesting_places",56.148907,44.206623,,
Бурдиков Михаил Геннадьевич,"other,unclassified_objects,interesting_places,tourist_object",56.152988,44.189674,,
Старое Новоликеевское кладбище,"cemeteries,historic,burial_places,interesting_places",56.123356,44.213768,,
Храм в честь Преподобного Сергия Радонежского,"religion,churches,interesting_places,eastern_orthodox_churches",56.164608,44.186523,,
Церковь в честь Сретения Господня,"religion,other_temples,interesting_places",55.563995,44.438053,,
Церковь Воскресения Словущего (недействующая),"religion,other_temples,interesting_places",55.666359,44.441845,,
шиповник и яблони,"other,unclassified_objects,interesting_places,tourist_object",55.566357,44.499355,,
Ф. И.  Бутурлину,"historic,monuments_and_memorials,interesting_places,monuments",55.568077,44.905746,,
Пороги на Пьяне,"view_points,other,interesting_places",55.603851,44.540501,,
памятник протопопа Аввакума,"historic,monuments_and_memorials,interesting_places,monuments",55.780647,44.629375,,
Церковь Казанской Богородицы,"religion,other_temples,interesting_places",55.781536,44.631767,,
Рождества Рождества,"religion,other_temples,interesting_places",55.593025,44.655872,,
В. И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",55.567787,44.904583,,
В. И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",55.582638,44.874985,,
Усадьба,"other,unclassified_objects,interesting_places,tourist_object",55.582672,44.876926,,
Церковь Сергия Радонежского,"religion,other_temples,interesting_places",55.570339,44.916035,,
Мемориал в память о Большемурашкинцах участниках ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",55.782825,44.773182,,
В. И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",55.781464,44.773331,,
Памятник неизвестному солдату,"historic,monuments_and_memorials,interesting_places,monuments",55.783611,44.77309,,
Пожарная автолестница АЛГ-17(51)ЛЧ,"historic,monuments_and_memorials,interesting_places,monuments",55.790642,44.759605,,
Троицкая церковь,"religion,other_temples,interesting_places",55.783386,44.776886,,
Церковь Казанской иконы Божией Матери,"religion,other_temples,interesting_places",56.007282,44.389202,,
Спасо-Преображенская церковь,"religion,other_temples,interesting_places",56.076885,44.46706,,
Церковь Иверской иконы Божией Матери,"architecture,historic_architecture,interesting_places,destroyed_objects",56.230587,44.467129,,
Гусеничный самоходный паром,"other,unclassified_objects,interesting_places,historic_object",56.0014,44.720459,,
Памятник «Якорь»,"historic,monuments_and_memorials,interesting_places,monuments",56.22052,44.906601,,
Свято-Успенский монастырь,"religion,monasteries,interesting_places",56.422241,42.644527,,
Церковь Троицы Живоначальной,"religion,churches,interesting_places,eastern_orthodox_churches",56.422031,42.644032,,
Вечная память павшим воинам в Великой Отечественной Войне,"historic,monuments_and_memorials,interesting_places,monuments",56.271057,42.978512,,
Памятник 201 Латышской (43-й грвардейской) стрелковой дивизи,"historic,monuments_and_memorials,interesting_places,monuments",56.279976,43.030743,,
Памятник танкистам нижнеднепровцам,"historic,monuments_and_memorials,interesting_places,monuments",56.283264,43.033745,,
"Памятник воинам, погибшим в Чечне","historic,monuments_and_memorials,interesting_places,monuments",56.28339,43.035824,,
Часовня Александра Невского,"religion,other_temples,interesting_places",56.283173,43.03577,,
Башня траеторных измерений,"architecture,towers,interesting_places,observation_towers",56.387115,43.051395,,
Музей природы,"cultural,museums,interesting_places,other_museums",56.278442,43.092892,,
В. И. Ленину,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.252136,43.397366,,
Я.М. Свердлову,"historic,monuments_and_memorials,interesting_places,monuments",56.258339,43.391689,,
Памятник венгерским военнопленным,"historic,burial_places,interesting_places,war_memorials",56.336624,43.33252,,
Героям-панфиловцам,"historic,monuments_and_memorials,interesting_places,monuments",56.250805,43.461308,,
В. П. Копкину,"historic,monuments_and_memorials,interesting_places,monuments",56.25069,43.463657,,
БМП-2,"historic,monuments_and_memorials,interesting_places,monuments",56.29961,43.499744,,
Памятник Стариковым,"historic,monuments_and_memorials,interesting_places,monuments",56.455379,43.339218,,
Церковь Воскресения Христова,"religion,other_temples,interesting_places",56.474483,43.299026,,
Самолет,"historic,monuments_and_memorials,interesting_places,monuments",56.528244,43.459141,,
Сретенская церковь,"religion,churches,interesting_places,eastern_orthodox_churches",56.511475,43.592041,,
Бывшая позиция 115-го ОРТБ в/ч 03269,"architecture,historic_architecture,interesting_places,destroyed_objects",56.523289,43.507328,,
памятник Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.520878,43.546738,,
Часовня св.Александра Невского,"religion,other_temples,interesting_places",56.527237,43.556522,,
Церковь Спаса Преображения,"religion,churches,interesting_places,other_churches",56.647274,43.066292,,
Церковь Рождества Христова,"religion,other_temples,interesting_places",56.751526,43.049679,,
Катер на подводных крыльях,"historic,monuments_and_memorials,interesting_places,monuments",56.708286,43.207588,,
Церковь Спаса Преображения,"religion,churches,interesting_places,other_churches",56.76516,43.154953,,
Рубеж обороны,"historic,monuments_and_memorials,interesting_places,monuments",56.845158,43.203552,,
Церковь Рождества Пресвятой Богородицы,"religion,other_temples,interesting_places",56.836105,43.228905,,
К 250-летию преподобного Серафима Саровского,"historic,monuments_and_memorials,interesting_places,monuments",56.637299,43.251266,,
Храм во имя прп. Серафима Саровского,"religion,other_temples,interesting_places",56.637978,43.250801,,
Памятник Гагарину Ю.А.,"historic,monuments_and_memorials,interesting_places,monuments",56.636723,43.391449,,
Памятник самовару,"historic,monuments_and_memorials,interesting_places,monuments",56.642475,43.465096,,
Строителям ГЭС,"historic,monuments_and_memorials,interesting_places,monuments",56.648006,43.374653,,
Церковь Анастасии Узорешительницы,"religion,other_temples,interesting_places",56.763737,43.257511,,
часовня,"religion,other_temples,interesting_places",56.763275,43.26717,,
Александр Невский,"historic,monuments_and_memorials,interesting_places,monuments",56.641556,43.464756,,
Танк ИС-3,"historic,monuments_and_memorials,interesting_places,monuments",56.647827,43.475464,,
Памятник Александр II освободитель,"historic,monuments_and_memorials,interesting_places,monuments",56.642719,43.464741,,
Храм Михаила Архангела,"religion,other_temples,interesting_places",56.633694,43.470493,,
Успенская (старообрядческая) церковь,"religion,other_temples,interesting_places",56.63987,43.466129,,
А. В. Ворожейкину,"historic,monuments_and_memorials,interesting_places,monuments",56.644604,43.464878,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.642471,43.476925,,
Городецкий вал,"architecture,historic_architecture,interesting_places,destroyed_objects",56.634998,43.476482,,
В.И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.661827,43.460876,,
политическим репрессий,"historic,monuments_and_memorials,interesting_places,monuments",56.647308,43.47604,,
Книга Памяти,"historic,monuments_and_memorials,interesting_places,monuments",56.647171,43.476669,,
Самолёт Ан-2,"other,unclassified_objects,interesting_places,historic_object",56.648884,43.473793,,
Самолёты лагеря Салют,"cultural,museums,interesting_places,other_museums",56.645977,43.567085,,
Коллекция самолётов ДСОЦ Салют,"other,unclassified_objects,interesting_places,tourist_object",56.646637,43.566181,,
Самолет МиГ-17,"other,unclassified_objects,interesting_places,tourist_object",56.646805,43.566086,,
Баржа,"other,unclassified_objects,interesting_places,historic_object",56.828865,43.33308,,
Церковь,"religion,other_temples,interesting_places",56.947563,43.332588,,
Церковь Николая Чудотворца,"architecture,historic_architecture,interesting_places,destroyed_objects",56.801117,43.548946,,
Часовня Николая Чудотворца,"religion,churches,interesting_places,eastern_orthodox_churches",56.79422,43.558609,,
Николаевская Церковь,"religion,other_temples,interesting_places",57.145588,43.155758,,
Церковь,"religion,other_temples,interesting_places",56.982262,43.350002,,
Ликвидаторам чернобыльской аварии,"historic,monuments_and_memorials,interesting_places,monuments",57.206856,43.252892,,
Храм иконы Божьей Матери «Умиление»,"religion,other_temples,interesting_places",56.291359,43.945278,,
Новое кладбище,"cemeteries,historic,burial_places,interesting_places",56.778355,44.525101,,
Старое кладбище,"cemeteries,historic,burial_places,interesting_places",56.776905,44.520519,,
Волго-вятское объединение Церкви христиан адвентистов седьмого дня,"religion,other_temples,interesting_places",56.312176,43.901321,,
Храм Покрова Пресвятой Богородицы,"religion,other_temples,interesting_places",56.26519,43.753433,,
Рязанову,"historic,monuments_and_memorials,interesting_places,monuments",56.412769,43.719921,,
Чкалову,"historic,monuments_and_memorials,interesting_places,monuments",56.389206,43.76133,,
"Памятный камень сече 1608 года, в которой участвовал К. Минин","historic,monuments_and_memorials,interesting_places,monuments",56.410561,43.749577,,
церковь Михаила Архангела,"religion,other_temples,interesting_places",56.41172,43.729496,,
Лица (AFP),"other,unclassified_objects,interesting_places,tourist_object",56.409782,43.765388,,
Озеро нашей любви,"view_points,other,interesting_places",56.289959,43.789024,,
Паровозы России,"cultural,museums,interesting_places,other_museums",56.283604,43.844616,,
Сортировочное кладбище,"cemeteries,historic,burial_places,interesting_places",56.286392,43.827301,,
Н. И. Строкину,"historic,monuments_and_memorials,interesting_places,monuments",56.263069,43.848148,,
Металлические работники,"other,unclassified_objects,interesting_places,tourist_object",56.279705,43.842331,,
Памятник воинам-железнодорожникам 1941-1945,"historic,monuments_and_memorials,interesting_places,monuments",56.287006,43.853382,,
Нижний Новгород,"cultural,urban_environment,interesting_places,installation",56.309464,43.773643,,
Троицкая церковь,"religion,other_temples,interesting_places",56.330906,43.823536,,
Музей истории Авиастроительного завода,"cultural,museums,interesting_places,other_museums",56.324047,43.853428,,
С. И. Агаджанов,"historic,monuments_and_memorials,interesting_places,monuments",56.330086,43.846119,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.329739,43.850037,,
Баранов,"historic,monuments_and_memorials,interesting_places,monuments",56.330597,43.849724,,
МИГ-17,"historic,monuments_and_memorials,interesting_places,monuments",56.334587,43.848576,,
Красная Этна,"cemeteries,historic,burial_places,interesting_places",56.286057,43.885086,,
Соборная мечеть «Тауба»,"religion,other_temples,interesting_places",56.262684,43.891312,,
И. К. Лоскутову,"historic,monuments_and_memorials,interesting_places,monuments",56.252602,43.862782,,
Г. Г. Габайдулину,"historic,monuments_and_memorials,interesting_places,monuments",56.251293,43.865414,,
Памяти политбойцов,"historic,burial_places,interesting_places,war_memorials",56.261745,43.858482,,
Церковь евангельских христиан-баптистов «Голгофа»,"religion,other_temples,interesting_places",56.259491,43.883144,,
Родина-Мать,"historic,monuments_and_memorials,interesting_places,monuments",56.285423,43.886829,,
Мечеть №2,"religion,other_temples,interesting_places",56.28801,43.895744,,
Погибшим работникам завода «Хромтан»,"historic,monuments_and_memorials,interesting_places,monuments",56.26136,43.938335,,
Погибшим в ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",56.274704,43.912952,,
Воинам России,"historic,burial_places,interesting_places,war_memorials",56.278297,43.915794,,
Церковь Иисуса Христа святых последних дней,"religion,other_temples,interesting_places",56.290764,43.915337,,
В. М. Сафонову,"historic,monuments_and_memorials,interesting_places,monuments",56.278427,43.930908,,
А. И. Щербакову,"historic,monuments_and_memorials,interesting_places,monuments",56.278416,43.930916,,
Подвиг народа бессмертен,"historic,monuments_and_memorials,interesting_places,monuments",56.284145,43.926159,,
Деревянные фигуры,"other,unclassified_objects,interesting_places,tourist_object",56.285641,43.927536,,
А. В. Суворов,"historic,monuments_and_memorials,interesting_places,monuments",56.285381,43.936405,,
Церковь в честь святых апостола Тимофея и мученицы Татианы,"religion,other_temples,interesting_places",56.29258,43.941975,,
"Землякам, погибшим при исполнении воинского долга в Афганистане и Чечне","historic,monuments_and_memorials,interesting_places,monuments",56.324371,43.880733,,
Рабочим завода «Нефтегаз»,"historic,burial_places,interesting_places,war_memorials",56.336277,43.889137,,
Памятник Давыдову,"historic,monuments_and_memorials,interesting_places,monuments",56.334305,43.890591,,
Аллея Славы,"historic,monuments_and_memorials,interesting_places,monuments",56.295975,43.910564,,
Инженерная машина разграждения,"historic,monuments_and_memorials,interesting_places,monuments",56.30069,43.912056,,
Мемориал ВОВ,"historic,burial_places,interesting_places,war_memorials",56.303471,43.941261,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.310997,43.914791,,
Памятник началу строительства метро в Горьком,"historic,monuments_and_memorials,interesting_places,monuments",56.297455,43.937553,,
В. К. Чугунову,"historic,monuments_and_memorials,interesting_places,monuments",56.299736,43.939011,,
Памятник Кёнигу И.Ф.,"historic,monuments_and_memorials,interesting_places,monuments",56.301445,43.938972,,
Мемориал ВОВ,"historic,burial_places,interesting_places,war_memorials",56.302902,43.940853,,
М.Горький с детьми,"historic,monuments_and_memorials,interesting_places,monuments",56.3078,43.93335,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.31176,43.934006,,
Памятник Петра и Февронии,"historic,monuments_and_memorials,interesting_places,monuments",56.312351,43.93425,,
Пожарная машина,"other,unclassified_objects,interesting_places,historic_object",56.312614,43.934139,,
Заморошкин Алексей Иванович,"historic,monuments_and_memorials,interesting_places,monuments",56.311039,43.940704,,
Памятный камень сквер имени маршала Казакова В. И.,"historic,monuments_and_memorials,interesting_places,monuments",56.320179,43.928913,,
ЭР 9п К 202,"historic,monuments_and_memorials,interesting_places,monuments",56.320183,43.938274,,
знак «65 лет Победы»,"historic,monuments_and_memorials,interesting_places,monuments",56.321796,43.938126,,
К. Н. Зимину,"historic,monuments_and_memorials,interesting_places,monuments",56.325459,43.941338,,
Воинам-путейцам,"historic,burial_places,interesting_places,war_memorials",56.32196,43.942905,,
Всех святых,"religion,other_temples,interesting_places",56.359509,43.79002,,
В.И. Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.364407,43.800385,,
Парк в честь 750-летия города Нижнего Новгорода,"historic,monuments_and_memorials,interesting_places,monuments",56.358856,43.825356,,
Декоративный камень в честь дважды Героя Советского Союза Рязанова В.Г,"historic,monuments_and_memorials,interesting_places,monuments",56.345695,43.844463,,
Эвакуированным из блокадного Ленинграда,"historic,monuments_and_memorials,interesting_places,monuments",56.350883,43.850021,,
П. А. Семёнову,"historic,monuments_and_memorials,interesting_places,monuments",56.350979,43.850109,,
Церковь святой Живоначальной Троицы,"religion,other_temples,interesting_places",56.380554,43.83181,,
Музей деревянной скульптуры А.И. Новикова,"cultural,museums,interesting_places,other_museums",56.360523,43.849567,,
Мадагаскар,"cultural,museums,interesting_places,zoos",56.342018,43.86364,,
Тир,"other,unclassified_objects,interesting_places,tourist_object",56.339001,43.86121,,
"Судно на подводных крыльях ""Метеор""","other,unclassified_objects,interesting_places,historic_object",56.344601,43.864021,,
Паровоз СУ-251-32,"historic,monuments_and_memorials,interesting_places,monuments",56.357632,43.863335,,
Памятник Ростиславу Алексееву,"historic,monuments_and_memorials,interesting_places,monuments",56.347626,43.868599,,
Н. К. Крупской,"historic,monuments_and_memorials,interesting_places,monuments",56.349472,43.865494,,
Сормовская организация большевиков,"historic,monuments_and_memorials,interesting_places,monuments",56.352642,43.86668,,
"Мемориальный комплекс ""Танки ""Борец за свободу товарищ Ленин"" и Т-34""","historic,monuments_and_memorials,interesting_places,monuments",56.362236,43.862961,,
Старое кладбище,"cemeteries,historic,burial_places,interesting_places",56.471245,43.60931,,
Крест,"other,unclassified_objects,interesting_places,historic_object",56.487698,43.60022,,
Памятник М.Горькому,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.434795,43.627125,,
Новое кладбище,"cemeteries,historic,burial_places,interesting_places",56.455959,43.622375,,
Знаменская церковь,"religion,churches,interesting_places,eastern_orthodox_churches",56.497093,43.606262,,
Памятник павшим воинам,"historic,monuments_and_memorials,interesting_places,monuments",56.487316,43.598244,,
Павшим работникам ЦКК,"historic,monuments_and_memorials,interesting_places,monuments",56.481514,43.626534,,
Воскресенская церковь,"religion,churches,interesting_places,eastern_orthodox_churches",56.48312,43.618065,,
Памятник Минину,"historic,monuments_and_memorials,interesting_places,monuments",56.491741,43.613789,,
3D кинотеатр Люмен фильм,"cultural,cinemas,theatres_and_entertainments,interesting_places",56.491768,43.612419,,
Минину,"historic,monuments_and_memorials,interesting_places,monuments",56.498447,43.606209,,
Спасская церковь,"historic,monuments_and_memorials,interesting_places,monuments",56.498386,43.60939,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.505035,43.601967,,
Стена героев,"historic,monuments_and_memorials,interesting_places,monuments",56.50502,43.602215,,
500-летие Балахны,"historic,monuments_and_memorials,interesting_places,monuments",56.51099,43.594273,,
Часовня Свв. Петра и Февронии,"religion,other_temples,interesting_places",56.505627,43.605812,,
Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.586464,43.645035,,
Егорьевская церковь,"religion,other_temples,interesting_places",56.460548,43.784546,,
Оголихинское кладбище,"cemeteries,historic,burial_places,interesting_places",56.436413,43.926498,,
Церковь Покрова Пресвятой Богородицы,"religion,other_temples,interesting_places",56.588642,43.830761,,
Церковь Параскевы Пятницы,"religion,churches,interesting_places,other_churches",56.53112,43.773903,,
Церковь митрополита Московского Алексия,"religion,other_temples,interesting_places",56.540123,43.828773,,
Церковь Троицы Живоначальной,"religion,other_temples,interesting_places",56.588219,43.830975,,
Афонинское кладбище,"cemeteries,historic,burial_places,interesting_places",56.289867,44.079044,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.25375,43.968384,,
Пичугинское кладбище,"cemeteries,historic,burial_places,interesting_places",56.327969,44.172314,,
Большепикинское кладбище,"cemeteries,historic,burial_places,interesting_places",56.340126,44.20512,,
Дом-коммуна «Инженерный работник»,"other,unclassified_objects,interesting_places,tourist_object",56.320412,43.989269,,
Куземинское кладбище,"cemeteries,historic,burial_places,interesting_places",56.298199,44.207321,,
В.И.Ленин,"historic,monuments_and_memorials,interesting_places,monuments",56.251873,43.967609,,
Мемориал ВОВ,"historic,burial_places,interesting_places,war_memorials",56.260288,43.973633,,
Памятник погибшим работникам РЭБ флота имени 25 лет Октября в годы ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",56.276451,43.94772,,
Павшим за Родину в Великой Отечественной войне,"historic,monuments_and_memorials,interesting_places,monuments",56.292648,43.952934,,
Сурикова Старт,"view_points,other,interesting_places",56.278175,43.973484,,
НВЗРКУ,"historic,monuments_and_memorials,interesting_places,monuments",56.285694,43.981575,,
Православный храм в честь иконы божией матери державная,"religion,other_temples,interesting_places",56.280731,43.99509,,
НИИ Земля и город,"other,unclassified_objects,interesting_places,tourist_object",56.28265,43.994514,,
Музей деревянного зодчества,"cultural,museums,interesting_places,other_museums",56.274017,44.010498,,
Памятный знак в честь фронтовиков и труженников тыла в годы ВОВ,"historic,monuments_and_memorials,interesting_places,monuments",56.290211,43.996582,,
И. В. Мичурину,"historic,monuments_and_memorials,interesting_places,monuments",56.283936,44.01033,,
Памятный знак в честь 65-летия Победы,"historic,monuments_and_memorials,interesting_places,monuments",56.290913,44.001366,,
ДК ГУВД,"other,unclassified_objects,interesting_places,tourist_object",56.316002,43.988907,,
Храм Преображения Господня,"religion,other_temples,interesting_places",56.314716,43.950504,,
Окно в подводный мир,"wall_painting,cultural,urban_environment,interesting_places",56.300076,43.9716,,
Нетеатр «Лифт»,"cultural,theatres_and_entertainments,interesting_places,other_theatres",56.29911,43.982441,,
Преподавателям и студентам — защитникам отечества,"historic,monuments_and_memorials,interesting_places,monuments",56.298527,43.982742,,
Водозабор Куйбышевской водокачки,"architecture,towers,interesting_places,other_towers",56.305382,43.967976,,
"Арт-объект ""Большой брат""","other,unclassified_objects,interesting_places,tourist_object",56.305382,43.96801,,
Н. А. Бугрову,"historic,monuments_and_memorials,interesting_places,monuments",56.307518,43.985775,,
"Армянская церковь ""Аменапркич""","religion,other_temples,interesting_places",56.315258,43.97884,,
А. Пешкову,"historic,monuments_and_memorials,interesting_places,monuments",56.313156,43.988338,,
Доходный дом Н.Я.Кузнецова,"other,unclassified_objects,interesting_places,tourist_object",56.318485,43.954536,,
Н. И. Толстухину,"historic,monuments_and_memorials,interesting_places,monuments",56.32584,43.954739,,
Гостинница А. П. Барышевой,"other,unclassified_objects,interesting_places,tourist_object",56.324272,43.977253,,
Женщина с ребенком,"other,unclassified_objects,interesting_places,tourist_object",56.319916,43.982056,,
Победа,"other,unclassified_objects,interesting_places,tourist_object",56.318008,43.98325,,
Жюль Верн,"cultural,urban_environment,interesting_places,sculptures",56.32431,43.980728,,
Аллея дружбы,"historic,monuments_and_memorials,interesting_places,monuments",56.322666,43.979122,,
Гостиница Ермолаевых,"other,unclassified_objects,interesting_places,tourist_object",56.33057,43.968365,,
Бугровское кладбище,"cemeteries,historic,burial_places,interesting_places",56.300934,43.994221,,
НГТУ им. Р.Е. Алексеева корпус 1,"other,unclassified_objects,interesting_places,tourist_object",56.326614,44.024437,,
Храм Вознесения Господня,"religion,other_temples,interesting_places",56.321419,43.990788,,
Е.Э. Рубинчик,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.328419,44.011406,,
Центр по профилактике и борьбе со СПИД,"other,unclassified_objects,interesting_places,tourist_object",56.327057,44.02206,,
Нижегородский Телецентр,"other,unclassified_objects,interesting_places,tourist_object",56.307957,43.991077,,
Камень желаний,"other,unclassified_objects,interesting_places,tourist_object",56.309376,43.998917,,
Трон царя Салтана,"cultural,urban_environment,interesting_places,sculptures",56.315254,43.994644,,
Воробьишко,"cultural,urban_environment,interesting_places,sculptures",56.315159,43.994495,,
Народный мемориал Ирины Славиной,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.313927,43.995003,,
В. А. Москвичёву,"historic,monuments_and_memorials,interesting_places,monuments",56.314709,43.996391,,
А. П. Благову,"historic,monuments_and_memorials,interesting_places,monuments",56.315697,44.001621,,
Памятник И. П. Кулибину,"historic,monuments_and_memorials,interesting_places,monuments",56.315105,44.006042,,
Часовня в память о скитальцах и безродных,"religion,other_temples,interesting_places",56.314728,44.008476,,
Плита Бабушка Горького,"other,unclassified_objects,interesting_places,tourist_object",56.315346,44.007813,,
Храм Владимирской Оранской иконы Божией Материи защитников Отечества,"religion,other_temples,interesting_places",56.294456,44.029697,,
Борис Немцов,"historic,monuments_and_memorials,interesting_places,monuments",56.300411,44.025486,,
Пекарь,"historic,monuments_and_memorials,interesting_places,monuments",56.311668,44.016003,,
Р. М. Стрельскому,"historic,monuments_and_memorials,interesting_places,monuments",56.312126,44.015762,,
Сёстрам Невзоровым,"historic,monuments_and_memorials,interesting_places,monuments",56.314503,44.016247,,
Б. Панин,"historic,monuments_and_memorials,interesting_places,monuments",56.308437,44.023613,,
В.И.Ленину и нижегородским марксистам,"historic,monuments_and_memorials,interesting_places,monuments",56.316532,43.993744,,
Я. З. Воробьёву,"historic,monuments_and_memorials,interesting_places,monuments",56.316456,43.990662,,
Почтальон,"cultural,urban_environment,interesting_places,sculptures",56.316418,43.994205,,
Памятник Сергию Радонежскому,"historic,monuments_and_memorials,interesting_places,monuments",56.321102,43.990604,,
А. М. Пешкову,"historic,monuments_and_memorials,interesting_places,monuments",56.315933,43.996143,,
Н. С. Старикову,"historic,monuments_and_memorials,interesting_places,monuments",56.31596,43.996643,,
Чкаловская лестница,"wall_painting,cultural,urban_environment,interesting_places",56.316181,43.997574,,
Кремль,"wall_painting,cultural,urban_environment,interesting_places",56.316338,43.998295,,
Дама с детьми,"cultural,urban_environment,interesting_places,sculptures",56.318161,43.995937,,
Д. И. Батищеву,"historic,monuments_and_memorials,interesting_places,monuments",56.318645,43.998512,,
Храм в честь Введения во храм Пресвятой Богородицы,"religion,other_temples,interesting_places",56.318642,43.99691,,
Администрация Нижегородского района,"other,unclassified_objects,interesting_places,tourist_object",56.32365,43.999012,,
Памятная плита на месте нахождения усадьбы И.П.Кулибина,"historic,monuments_and_memorials,interesting_places,monuments",56.326084,43.99017,,
ИФНС по Нижегородскому району,"other,unclassified_objects,interesting_places,tourist_object",56.321835,43.991173,,
Жираф,"other,unclassified_objects,interesting_places,tourist_object",56.325329,43.99184,,
Памятник Евфимию Суздальскому и Макарию Желтоводскому,"historic,monuments_and_memorials,interesting_places,monuments",56.324436,43.994728,,
Памятник Анненковым,"cultural,urban_environment,interesting_places,sculptures",56.322006,44.000156,,
Памятник объявлению,"historic,monuments_and_memorials,interesting_places,monuments",56.323959,43.999794,,
Высота,"view_points,other,interesting_places",56.323196,43.998081,,
Лиана,"wall_painting,cultural,urban_environment,interesting_places",56.317612,44.004875,,
Цветы,"wall_painting,cultural,urban_environment,interesting_places",56.31834,44.007687,,
Муза комедии Талия,"cultural,urban_environment,interesting_places,sculptures",56.320454,44.001842,,
Эвакогоспиталь,"historic,monuments_and_memorials,interesting_places,monuments",56.320621,44.001389,,
А. П. Бринскому,"historic,monuments_and_memorials,interesting_places,monuments",56.320648,44.007984,,
Н. И. Кочину,"historic,monuments_and_memorials,interesting_places,monuments",56.323799,44.00032,,
Е.А.Евстигнеев на скамейке,"historic,monuments_and_memorials,interesting_places,monuments",56.323792,44.001881,,
Фотограф,"cultural,urban_environment,interesting_places,sculptures",56.32534,44.003944,,
Скоропечатная мастерская М.И. Свердлова,"historic,monuments_and_memorials,interesting_places,monuments",56.324429,44.00312,,
Охота на голубей,"other,unclassified_objects,interesting_places,tourist_object",56.324883,44.003563,,
Городовой,"cultural,urban_environment,interesting_places,sculptures",56.325905,44.004677,,
Караульное помещение поста №1,"historic,monuments_and_memorials,interesting_places,monuments",56.328735,43.998852,,
Набатный колокол,"historic,monuments_and_memorials,interesting_places,monuments",56.329391,43.998505,,
Мемориальная стена,"historic,monuments_and_memorials,interesting_places,monuments",56.328831,44.001839,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.328815,44.001205,,
Поклонный Крест,"historic,monuments_and_memorials,interesting_places,monuments",56.328232,44.005295,,
М. Горький,"historic,monuments_and_memorials,interesting_places,monuments",56.328766,44.005501,,
